,Symbol,Close,sma,ema
0,KTKBANK,153.15,150.7425,149.03351765048478
0,L&TFH,91.45,89.30250000000001,89.83233529629308
0,LASA,34.1,32.95,33.49608231925341
0,LAXMICOT,24.6,23.669999999999998,23.875586360955044
0,LICHSGFIN,403.8,394.2275,399.6883988471434
0,LICI,688.55,658.0174999999999,667.3427792981947
0,LINC,408.45,398.16249999999997,395.6705026270534
0,LINCOLN,366.65,342.78499999999997,343.9022851356944
0,LINDEINDIA,3443.85,3143.9725,3191.3764828124067
0,LOTUSEYE,93.65,80.95250000000001,82.96374741922762
0,LPDC,8.15,6.4799999999999995,6.789328714609619
0,LSIL,14.95,13.36,13.747929408259823
0,LT,2175.0,2103.5125,2113.4939125313053
0,LTTS,3983.25,3989.3725,3961.371579306594
0,LUMAXIND,1878.8,1896.3174999999999,1864.0912213529994
0,MADRASFERT,88.35,58.18249999999999,61.067773051466645
0,MAGADSUGAR,313.95,304.8175,303.55268893934164
0,MAHABANK,32.35,29.015000000000004,29.05801901174903
0,MAHEPC,106.65,102.585,103.99571208339674
0,MAHINDCIE,326.6,292.045,295.6807581461591
0,MAITHANALL,951.0,944.5024999999999,950.4367520781414
0,MANGALAM,138.75,137.85,138.48205862321683
0,MANGCHEFER,92.1,82.25999999999999,85.36365710628662
0,MANUGRAPH,16.3,14.6675,15.114217438300681
0,MARALOVER,68.65,65.25500000000001,66.53483566977879
0,MARATHON,244.45,241.56750000000002,241.51130752657443
0,MARICO,514.2,505.57000000000005,512.4844257612731
0,MARKSANS,60.65,60.04,59.65760046549716
0,MASTEK,1763.35,1724.5575000000001,1739.125269242212
0,MAWANASUG,99.3,86.25500000000001,86.74549992402878
0,MAXIND,105.05,95.1,95.70314880931464
0,MCL,31.6,28.137500000000006,29.295773652426732
0,MCX,1644.3,1575.4699999999998,1581.7413404110305
0,MEDICAMEQ,876.85,853.7124999999999,857.3118748942558
0,MFSL,705.0,691.1574999999999,698.4230593568044
0,MGEL,36.75,32.959999999999994,33.95913168858277
0,MGL,889.2,889.7125000000002,885.1779094539179
0,MHLXMIRU,248.35,223.16000000000003,222.37128006533752
0,MINDACORP,217.95,212.26999999999998,212.80925665173686
0,MIRCELECTR,17.55,15.632499999999999,16.08513739236769
0,MITTAL,12.5,11.892500000000002,12.167802268544701
0,MMFL,871.95,872.4525,861.9732331369394
0,MMTC,40.7,39.965,39.82957501797042
0,MODISONLTD,67.85,64.92999999999998,66.8392855040817
0,MOHITIND,17.85,16.8225,17.066363620796118
0,MOIL,167.65,162.17249999999996,162.5602320970282
0,MOKSH,12.85,12.272499999999999,12.743371363579199
0,MOL,115.25,112.32249999999999,112.63849067065301
0,MOLDTECH,123.15,111.35500000000002,113.6317589872067
0,MOLDTKPAC,941.55,909.5374999999998,918.6079074274123
0,MORARJEE,24.4,23.4125,23.748580713576757
